row,article_id,embedding_source,text_sha256,model,dimension
214,art_00215,title_abstract,ce3d0a8e2979053fa9984da78292e0c9ea36eb74030d3745160b8be1f02fcfd3,zembed-1,2560
215,art_00216,title_abstract,159f8b7dce794ace8d6cdd63376b2bf2df36a3a7770c60b768a5d1b9851e3347,zembed-1,2560
216,art_00217,title_abstract,02e0337361d54f0449fdd27fb463dd2334639905f722c9ffb51ea6219c4681d2,zembed-1,2560
217,art_00218,title_only,a6c52ecf62cc1ebefcd1818440658fdf279476f9c9d835b134e58baa171fccef,zembed-1,2560
218,art_00219,title_abstract,2be47309678ff22daf68e794f86aba1847aab579bbd379bdea31c6e3c19b276d,zembed-1,2560
219,art_00220,title_abstract,2c7b7ac0802b7baedd9792607300c4a65ce2882313e900fa8345e3281f1bdb94,zembed-1,2560
220,art_00221,title_abstract,7c4d3b2524092c07c87357a44c2ad899efe1a51fa7e43ee7ce7eb5db42bdf3ec,zembed-1,2560
221,art_00222,title_only,c265a6b2e1fe4f728b9e10ea9a616749224135ee20efc8992368d154dd53a489,zembed-1,2560
222,art_00223,title_abstract,a57a50f393903272d2e373ed1052487471aafa20e1d27d4ac78418ac80f4a12a,zembed-1,2560
223,art_00224,title_abstract,a656aa69a3eb5746bc395bc39aa4c45ed90591f07a30c014b0a71d1f0945282b,zembed-1,2560
224,art_00225,title_abstract,a9d69c243696f7f5e8c335b8d22f3c9f28899918361d7995b8653910145888dd,zembed-1,2560
225,art_00226,title_abstract,5e8535750995c24b9da377e112e75beb279ff038c040e780916a6952219447e0,zembed-1,2560
226,art_00227,title_abstract,ba0450698773fb2be1892ec2e0913e47d87b7dd8dfe0c10d7677e6ccaad2ed05,zembed-1,2560
227,art_00228,title_abstract,c474e20daca6dab50e9d374879c4a04757fa76d9f42c9d1a5024ec725f4d4ed4,zembed-1,2560
228,art_00229,title_abstract,f173016c9121d960666fc8a9eba301555c9aedb6fbb278e5a5ee08c2f6189710,zembed-1,2560
229,art_00230,title_only,7a6b00760093a0efe085818448a06f14507eefcab10841388f7e063311c4358f,zembed-1,2560
230,art_00231,title_abstract,14b52aff7447d97b0b5f254b60422eca967f41b13f9bbc290620f92530a65ad6,zembed-1,2560
231,art_00232,title_abstract,bca34c44aa26f0a4ea40a2cdcfe39091f624ed07ed6c22b8cc570541001261a5,zembed-1,2560
232,art_00233,title_only,8735a5c8964af3f672a773ea9c7eb858a3c7841a0ad0a97e1507e6393c941aea,zembed-1,2560
233,art_00234,title_abstract,71bdd2d118a99a406251f00152ae1effade786686cf2fc81cf9a3f6e6f56dc2b,zembed-1,2560
234,art_00235,title_abstract,44828b7b318eca0c3c567d30875da1b11a222033379da01addf52161732d4fa0,zembed-1,2560
235,art_00236,title_abstract,cbcee3303aae8f4b30aa9ffb4a2306dd0411ed854b6df1c2754c6336daf9792f,zembed-1,2560
236,art_00237,title_only,595941f78073a67a3e3c406f0c3ac8f03e6a8b7c51928e48828ec6472a37f2ff,zembed-1,2560
237,art_00238,title_abstract,6e212159a3c35d77397e8b4fe2fbab5f07577e6ec9439e3307815afaa964c218,zembed-1,2560
238,art_00239,title_abstract,2502089e3a6f6668e24c9e3f97d0cc7eb3eb8efad8e88f62f576b4e14aeb9800,zembed-1,2560
239,art_00240,title_abstract,b86d85e2f748daf5191b7ed60c3baec3d5484d4d79f72cc32efc616d891dfed6,zembed-1,2560
240,art_00241,title_abstract,f0c536cba06a20fe31fd4d9fcb9702976bdb9aaf28d1c94a73506249cfdf51de,zembed-1,2560
241,art_00242,title_abstract,b2c53ba170fdec37275cfd47d07176fec850151494c7be83f9b8a21b884fafb0,zembed-1,2560
242,art_00243,title_abstract,2cf5c904e373e5b6b60f051b527b8438a6c1e6091fdadb199c138f070c771b45,zembed-1,2560
243,art_00244,title_abstract,9184f33c4e3f0c169c98a687a0f1de3a3645863ff83b156fdbdfbdd8ef33e0f0,zembed-1,2560
244,art_00245,title_only,8235b9b599024bacdf33c6067d6dda68a4552686d1b731063c01eee1657aa0d1,zembed-1,2560
245,art_00246,title_abstract,dc39631f2ea34ba157adfd85d98041f770cad8c65bed864b81fd44b17056a577,zembed-1,2560
246,art_00247,title_only,b8f62b58db543561f3bbcb6e4425eac34cd1addf2e665e0a4799c0ddccf31b22,zembed-1,2560
247,art_00248,title_abstract,c002d4be0fe4296ce10ac94a0cd5b52592cc419032c784cdd806c7d5b882a505,zembed-1,2560
248,art_00249,title_abstract,dd2ed44e9f9758de25f0b76f6116066ed0afb7ae4695a8289466cb8f0e82e4b7,zembed-1,2560
249,art_00250,title_abstract,3b1a3a7a1fe6127f797b3d0dda7a82cc83309b9180c3cab8aec41b5d6501c7f0,zembed-1,2560
250,art_00251,title_abstract,88e538151b1051acc9371747b6fb9d0e89884599de7d95de9c3d126c1894b09b,zembed-1,2560
251,art_00252,title_only,3a9fd1484cd3930ede9b5c3b07dad1886bf423768676a8af212173d8036954ed,zembed-1,2560
252,art_00253,title_only,eda3e20a558f1fca6826bae193289169fbe0665b68f8dcc9e8c386986bc730dd,zembed-1,2560
253,art_00254,title_abstract,7bbe4e81b454589c607e0d7d797c529e30fdb9407b0be3264ad965a8cce77b5f,zembed-1,2560
254,art_00255,title_abstract,070297252950f6642d0c37b6630c08c66d30ddc9c0e756dda0da223edef5a5bd,zembed-1,2560
255,art_00256,title_abstract,1404b0e5d0a14a4e7d30554e518192ea16ae736475d8515464cdd4c670189372,zembed-1,2560
256,art_00257,title_only,1f566cb6bbe6eddc1c3159a24573f18660a1d38f573129d544c5bec4f6606787,zembed-1,2560
257,art_00258,title_abstract,1ece9ee81a9359262047e652e920b66661bef35720bd2313665382749e8b3206,zembed-1,2560
258,art_00259,title_abstract,6a4d36032400868e1603e334718d88156966f83e44b08cf2fb84a58ca71f1b17,zembed-1,2560
259,art_00260,title_abstract,c5185f2d0de83ce8e44d9b82fec211cf6cecb483315161ada3fcd0ca1ac59d21,zembed-1,2560
260,art_00261,title_abstract,1fb425fd4e5b5fd1afd6886d0ff0f605a3530c73531db944d59430fd433b4ed4,zembed-1,2560
261,art_00262,title_abstract,c9a6636c531100afdd33c080808b98964227a9267659d20299f3a37b6c508f65,zembed-1,2560
262,art_00263,title_abstract,3c48b145da35208571aa2977743869ec2993cfdfd568d9ae2ade3b0e72e5ef85,zembed-1,2560
263,art_00264,title_abstract,a9c711c740865c2f8ce3e9a37451ef5a23c023a46c5a6029f57740d54a836f82,zembed-1,2560
264,art_00265,title_abstract,955e2b690f07c5650f26f3af43b11827022034b0673b7b17317d9097025dc42d,zembed-1,2560
265,art_00266,title_abstract,fa0e458df5e18d00ee8902f971dfe0098be31ee4c839a77963c257c4cd3533a8,zembed-1,2560
266,art_00267,title_abstract,ac6d00ed61fbca927f12ec624b39dac8831f7e9da84585803551a7d925ba1e48,zembed-1,2560
267,art_00268,title_abstract,40bd66301f907291677e1af2969648b2776af9ea2d64a99dbb69ff6c515642a4,zembed-1,2560
268,art_00269,title_abstract,f49ad3e11a516adb83a42f13d05c6d10f0f4dde29abf8dce72d5a1ff444bb604,zembed-1,2560
269,art_00270,title_only,903e08a32375843cb5bf7b363d474446afa710c464fa4ab3c39fa1d04f3adbad,zembed-1,2560
270,art_00271,title_only,e31c3c95115ea943bbad7d05928446d17307f5c539328a1be32e9bd1b3c7f267,zembed-1,2560
271,art_00272,title_abstract,f35884388cbf1f66f88c6d1a52f80624d29415511d1eb28452fb403aaba1ace2,zembed-1,2560
272,art_00273,title_only,b65bf94cb1972982b7407f1b6c244f554ee6f3eb432cacde129eff8be48f459a,zembed-1,2560
273,art_00274,title_only,d89a2f956037b9f5f8c353f11ec48e6af15c124469c34015844d30f3fc9fd273,zembed-1,2560
274,art_00275,title_only,3e8a178dbfc59da8053850b2c05213f4e2516652583daf2bb27e4275cc6e7b8d,zembed-1,2560
275,art_00276,title_abstract,a8638fc90a1b4f0e1677de83e43a54d362326802df2384707ed1e1884c7a9157,zembed-1,2560
276,art_00277,title_abstract,68995cd3156b030caa6c17d50ecebcca547e8efea2593d2a1e4ae822501a8cab,zembed-1,2560
277,art_00278,title_only,e51ba04ee60400212ab8bb4d4ec2ba424b56b0e44c25d17e2ebad776f0f7ffe9,zembed-1,2560
278,art_00279,title_abstract,02d356033016f397dff6979286df05c3d5ff9073b90070729cc149b1dd7341de,zembed-1,2560
279,art_00280,title_only,0d56cce4abf966e76ad1cbcfc75ebd29c45c179ba620bd74f44759aea21cc934,zembed-1,2560
280,art_00281,title_abstract,8e7ea0a721ff234e43aaeeb7e92aee025531700bf46c352081ac5051331b38d4,zembed-1,2560
281,art_00282,title_abstract,b6c10e40781b6937d785cd8fc6a4b7166d828f76682aa0e688335e35e8a4d933,zembed-1,2560
282,art_00283,title_abstract,b6c10e40781b6937d785cd8fc6a4b7166d828f76682aa0e688335e35e8a4d933,zembed-1,2560
283,art_00284,title_abstract,1a10e55205158056f808617695a8ba09efb947e1059d97e542a8d147e25bd3bf,zembed-1,2560
284,art_00285,title_abstract,b54811fabddc9d5f46266982b59d0b7c25cf7f798f8d832c71bc28ccc55eebb8,zembed-1,2560
285,art_00286,title_abstract,63f6d9b22dfdf7056110327e5fc534f8cd9ca192c00be2ed9e6ef40fe9d7b7e6,zembed-1,2560
286,art_00287,title_abstract,63f6d9b22dfdf7056110327e5fc534f8cd9ca192c00be2ed9e6ef40fe9d7b7e6,zembed-1,2560
287,art_00288,title_abstract,4b3b25acf17b2462b9fbfe7790f1771ee1986923eb0e9399be04639da0377200,zembed-1,2560
288,art_00289,title_abstract,d3dee68a0cd42e33ff332f5b17db4c318f366279e2f4c0f722b01dc053b9d755,zembed-1,2560
289,art_00290,title_abstract,01d704773ca4627a77b20c6880fe317c17140dc43a27719db82d8858414eebcb,zembed-1,2560
290,art_00291,title_abstract,2a1dba82e4c8aad8c8a6cd4d93555fc828c05807abcbe81c58ca47351e383dca,zembed-1,2560
291,art_00292,title_abstract,e5d35efc863eb056242b804ee1c68831d8e7375e41bcf80b709cdf277afaf5ed,zembed-1,2560
292,art_00293,title_abstract,fa9d5117c00a2759994a189bde9ea0d5d977c1d924573c328e030bb6a418c355,zembed-1,2560
293,art_00294,title_abstract,ca2df561f82e67343e16264bf86cf7a57ac9c44ff9c28e8bbb599dbc1cd1787b,zembed-1,2560
294,art_00295,title_only,b8a361fca60b732f5f45220e2ebcb82b3d782c156b3053509d7d9f08676323d2,zembed-1,2560
295,art_00296,title_only,df526693f068d2f0f467cd89a3867a80116d1a5175f117b638f6e069575c7259,zembed-1,2560
296,art_00297,title_only,3581884f0bb8bea99cf1e10363824f1afc9e360a37043303d55b16167033072e,zembed-1,2560
297,art_00298,title_abstract,305883ee29db3734c368b0458103d3a5aaf4d47926e687c6ba067be3047c3e93,zembed-1,2560
298,art_00299,title_abstract,e0293c6544fb8db5f478deea96b160d8a5cbea5c49c0e0e84e6de6571fe6694d,zembed-1,2560
299,art_00300,title_abstract,6cf1ed8b013da3bc8c467678ccccc6f2b3e8327380762fab4325ebbf8e29534a,zembed-1,2560
300,art_00301,title_only,50898848fdf71f994031f97db5a1cd69abf898b562650efacca50ad3e499a961,zembed-1,2560
301,art_00302,title_only,c08b7875a4f6be8f9499b2b809b0648f589dc1341505d0cdcec9435439c368ba,zembed-1,2560
302,art_00303,title_abstract,63e98dd46b86d0d41811629b88ffcc1bb153be5e16fb439cea3cf3c347c28612,zembed-1,2560
303,art_00304,title_abstract,9ca6d46685c18d500d6c8b73e5a05ade063b73ab38e07fb6357c8366e0fd2994,zembed-1,2560
304,art_00305,title_only,ad42e259c091d1dc3a63f085c03a1c787757f0f944855e8dc07230b609a7eacb,zembed-1,2560
305,art_00306,title_only,be711d8d29987f0cb866f3101c7c51ab94136862f89ca8463aa413ba91e849c0,zembed-1,2560
306,art_00307,title_abstract,dc83261ed02ad3de46ddd29522011f06f247a2af9b1d7be9148896e032937d19,zembed-1,2560
307,art_00308,title_only,046faafcd9b60806145677b974731479ccc9c14aa05b89393f3a00f6aa024aea,zembed-1,2560
308,art_00309,title_abstract,7c236f1b86e9ebfb97d1cdb6b29a1318c7afe0b3a1da0cdbce8f68f2a16e1dd5,zembed-1,2560
309,art_00310,title_abstract,16c6f78ad8c06df60397182236956fdd2384470e00315c54f2e071c67d669133,zembed-1,2560
310,art_00311,title_abstract,3f5cea0d0e8ae957a2377d89f57fb3e972f0735de8ea367322c328f00efbdab2,zembed-1,2560
311,art_00312,title_abstract,47fb75d1c3c76d9ada16453cda00967019b74e3c0c286565d967e4ff878c8c7e,zembed-1,2560
312,art_00313,title_abstract,ffbeb9a1d103bc82d92a07af83ccaf9379c9730053db2c30e410eeea86aae414,zembed-1,2560
313,art_00314,title_abstract,2572e5287be93f9bf9db396283a97729215badab9aba8774ffe39998b61ea276,zembed-1,2560
314,art_00315,title_abstract,6a4ab2f4126b46013b073b138c54bcb06851ff3777365d395a03e5145f6561b8,zembed-1,2560
315,art_00316,title_abstract,45470fab2b3e7d2e6bb5366d9d9157e7ae862c8acaba7e8c09b002e19ef9889f,zembed-1,2560
316,art_00317,title_abstract,2fa9e688f9520ab9aff84d735676a978ca7bd1079d81662d55808eb15ae8770e,zembed-1,2560
317,art_00318,title_abstract,1ff01cbbcec7043ddb4e3efc3eff8ee41e658108b6c9a4d4304147eaf639583f,zembed-1,2560
318,art_00319,title_abstract,84a13f302c83828a10c33ec5a5aa2312f07089c6bbdd33fde36d07a0ec1f9419,zembed-1,2560
319,art_00320,title_abstract,305248c50ae9461dd645022540513b1e0d6a49d3ce57c4c6eb34ae09cf6240ba,zembed-1,2560
320,art_00321,title_abstract,6c373bd0c08453c522de78c999d046f69608b2039b6e696d8bfa542616920a7e,zembed-1,2560
321,art_00322,title_abstract,631c00becbce0ca9975f6ed648b11b94976b134a037dd11edafe6d8b1894382e,zembed-1,2560
322,art_00323,title_abstract,feeac6ad24160e479ea76435533dc264bf21a9d2e934a46bdaddb7047b01ad26,zembed-1,2560
323,art_00324,title_only,4b37430fa311035d037029f6e4c9d752bf52b487ba36dac50ab164cd14a58bc5,zembed-1,2560
324,art_00325,title_abstract,ee6a2b27adb1466b0cd62e92e93f30578dbf12a477cf2ed31213229d4298c55e,zembed-1,2560
325,art_00326,title_abstract,8d0293540676903ecce2a92a0f76efd3b289651913353c7b9a127b518f027845,zembed-1,2560
326,art_00327,title_only,7560fa818f46536a3424f9b43dce273628740e5b74b4fd92ae8c5c38172d3605,zembed-1,2560
327,art_00328,title_abstract,bf5cfc7e3e7ed2ce20004836ff78086fd4526ff57236e4f37af43ff69ce67bfa,zembed-1,2560
328,art_00329,title_only,42767dec387103addabf4bf352da994d5ef27117c1ebcaaa917077f8d37881fb,zembed-1,2560
329,art_00330,title_abstract,7782047a2528a2a4b8ac26fee843071e3653ad2f49d75406f898f7ce678030db,zembed-1,2560
330,art_00331,title_abstract,979f72aeed25347ea673887f488ab22248c6cb0fe0c0cdeeb3a7e422b53ca9a0,zembed-1,2560
331,art_00332,title_abstract,83ce8904cfc6996d6f47fc59b0b3de4c89764eeefe949046440e987d903917b8,zembed-1,2560
332,art_00333,title_only,a4ab4c234ad00f7c1c97e76a7175a2933f793058f98da2b4147b57043bf30110,zembed-1,2560
333,art_00334,title_only,c67ec488307e8a02f9cc99ce1b9203b7cfd5a3284a49fe6d3be533eab9a440b5,zembed-1,2560
334,art_00335,title_only,bcf6cd9706bc7c5c232ce472b2fe2fbec0716c70cfc92e2e07792329c75c5a2e,zembed-1,2560
335,art_00336,title_abstract,0f753b3938cb4c88bce389347b07fd09d4fb16c3dfe49ac0796f853bb9df45ae,zembed-1,2560
336,art_00337,title_abstract,0dd0dfa37ddac16672c1d8ad9effa9e6a47bd426a6d77c8eee85268bf8ad8b0b,zembed-1,2560
337,art_00338,title_abstract,69f60b7a790c46cc88fa08453aa822152646de74731ad1939240d3e98bceff1d,zembed-1,2560
338,art_00339,title_abstract,7b0d37a4828642be4098b2d219ce15a431c2ccfc32842bcb967f1ac4a4933adc,zembed-1,2560
339,art_00340,title_only,73a9e84a8994472daf967b2b261e577c0c612f38f50eadd25d442d50abf9d18a,zembed-1,2560
340,art_00341,title_abstract,5f0768f4d95b8b0a596a267bc1b5ea5478b137f60072453a4daf7fcb8a47903e,zembed-1,2560
341,art_00342,title_abstract,3d8cb8338cedf79fc176be298fd5837ca695971cc3f4b955986425261363d06f,zembed-1,2560
342,art_00343,title_abstract,85eff403b009315749a3e147bb9f8519282693db5dedc38967310c101de43a54,zembed-1,2560
343,art_00344,title_abstract,df73d22164860a8b269fac66d05dc1260c1899c0571f2a02a06344caf4058a98,zembed-1,2560
344,art_00345,title_abstract,cbd644ca2340fadcd6a8bccbdf10b266453e81b03d3e49b66e2b7ffe6c8fae32,zembed-1,2560
345,art_00346,title_only,4d704333c2b2502b2d9d649e54afb1b8868449dc7764cb31de1b459ab28e1a99,zembed-1,2560
346,art_00347,title_only,bb98bf08a2702adbc593bf910e5883022d5b4ad47a6d01440b0bb969dedb4310,zembed-1,2560
347,art_00348,title_abstract,378377168ebd2f410048ec4dec0c8a3d3bd9676a96b81f57cec3c28be13302ad,zembed-1,2560
348,art_00349,title_abstract,8a2c818706535c0200d952565423c29689fc823af0596cf8bcdcffe1acbf3a98,zembed-1,2560
349,art_00350,title_only,895d9c26010ff84a6fc7cea2f5c76b130f24e519e56d1a61752e318e88597bb5,zembed-1,2560
350,art_00351,title_only,d19a3e26be4ffb2b168e4a151c175787a06f8959523045899cd5c87626a6e26a,zembed-1,2560
351,art_00352,title_abstract,c34c7024f7bc26c1bc596ab3d56d3831542ce090e3f0040becf6baff1121fee4,zembed-1,2560
352,art_00353,title_abstract,46e70d2efab3152eb4072a37ed7ca3d27f4fb765f00c3fad7f060ebd01a036c1,zembed-1,2560
353,art_00354,title_abstract,674f4cbb0e8e0f9327da773f123f6009b8cc34fd420afc9a1c6ca759836241af,zembed-1,2560
354,art_00355,title_abstract,2ba75508bc5cbe725b32fef74a3b6045a703ad348699d82501b72f5606e09255,zembed-1,2560
355,art_00356,title_abstract,ffdb1fe801ecd4cf5d194ac4999eb8cc3c2ea8a21f4c94432b82a6748b222e23,zembed-1,2560
356,art_00357,title_only,655ddbfe953b0d16181008b19f848da6d1ae5573b647e340cbed0afe06a6ea0f,zembed-1,2560
357,art_00358,title_only,38ce20fbf30750cee9001219ee74c64f7260aa0d6dd55a8d35eee8c8f241af3b,zembed-1,2560
358,art_00359,title_abstract,044ea83028c0a44b611563c9bfa450e7f5e3aefee048418bcf40b0e59d14224c,zembed-1,2560
359,art_00360,title_abstract,efb708f0960e647a9e488a8222b4335886601d1aa50473dbf963b9e6cbe7a432,zembed-1,2560
360,art_00361,title_abstract,c6f0975448ee0cfca71ebdc6984946ba97805326038b353f371b2d6e9c50e975,zembed-1,2560
361,art_00362,title_abstract,15c3865e5352913fd9228dc262a6b5c5539820478d85c9189d3a08543777ed5b,zembed-1,2560
362,art_00363,title_abstract,980c175e981fff676c8798b85ce37defd19f5abafcc971178edd69c9c5f2dd8a,zembed-1,2560
363,art_00364,title_abstract,ebc6b52054f02bb960345909ed972c069b5a4cbbcd3c855ec087d7d898285675,zembed-1,2560
364,art_00365,title_abstract,7f72e3c27fe31350a028c3db03ede5baeba34fef5ac3d3da76a9cb4fddaf3e21,zembed-1,2560
365,art_00366,title_abstract,81c38ab2adb58a6b1e9378e2783fd8f49777236858f2d4971abdef85cec0ac8c,zembed-1,2560
366,art_00367,title_only,10b7827f2bfc2234aa2746b375dd723e29ff3a5c236e66034865f7162b2dc0a1,zembed-1,2560
367,art_00368,title_only,bd7566b10f5178f6b9ae497a98a098dd1851bec6e9256276aa865f90e21cacf0,zembed-1,2560
368,art_00369,title_abstract,ee0b61283bf1400ac7dafbe416e479a747c9d96d5f5c032fac1db5dc5eb871d6,zembed-1,2560
369,art_00370,title_abstract,be935c0c68695120d0e63e62a3dcf9dbc2d030a7d20cbea582c92b7564c0b09c,zembed-1,2560
370,art_00371,title_only,c7c15fab7d0c53b9bb971c940b146e7cd4d93e646913ee889bf61d7434e6ca33,zembed-1,2560
371,art_00372,title_abstract,e2de43f077649a25e2c8fa0689692658351039fa1fe6e9fbb146e93d1c569505,zembed-1,2560
372,art_00373,title_only,7eaec582e2cf5f7804459782bfac3de6c9520c641a4e0781b09fad00d4a7c91b,zembed-1,2560
373,art_00374,title_only,f8a094153415606aa3a476ccede2ca7519866ebd434267e1dd838a94df43d687,zembed-1,2560
374,art_00375,title_abstract,71f6cbc61bd16748a483234aa8e6fce6629e0b7804a0dc3889022a0adb75d520,zembed-1,2560
375,art_00376,title_abstract,b2a87e9cb156af7501b2c4597350a9b96a0a2b1b433ef748756cbd3ade44de18,zembed-1,2560
376,art_00377,title_abstract,2bacace0c73a11c24b69466f1214d2d3855a80479ce84eb1fc42ae5a6646d0f5,zembed-1,2560
377,art_00378,title_abstract,9d929a25b2324803a2872441ac350cf9ed84208f109c6638017922909bd810a8,zembed-1,2560
378,art_00379,title_only,53797a02a95d2c154e56bcdc10c894cc762b8ff92457a18b29ab1070c5055686,zembed-1,2560
379,art_00380,title_only,18976a12753876c99c6382ab67e1f0d69dd3df9ab733482955c450b5b68de228,zembed-1,2560
380,art_00381,title_abstract,b4820799d9c32b39f1878fea926b2e04fee512512924046a9b3a4dfe7835179f,zembed-1,2560
381,art_00382,title_abstract,af6e58eeb560b2c8d65491b74e0d0e587c2a2c6a741f28dda8b7c8fce49698bb,zembed-1,2560
382,art_00383,title_abstract,86904bdf9919a983abe79d0aa9472f29c8d10f84e4912b156a9bdb4648f5f34a,zembed-1,2560
383,art_00384,title_abstract,b4ad716086ac4d0e23d4a3cf2a4079cce3295b40b6512ae5dd5d708619a8f356,zembed-1,2560
384,art_00385,title_only,6e87f2bb932125df4e21ea540bbe9ac9f05f017c15e83e712e46213647bd3978,zembed-1,2560
385,art_00386,title_abstract,e7bef7f517ea577700426b3e04868a1bf21bf50b929b6b2d13036ea61c53179f,zembed-1,2560
386,art_00387,title_abstract,d4737cfac4aebcf20d3d0b3f078f02287aa5928413a4935fe315edeb926bd7cf,zembed-1,2560
387,art_00388,title_only,4d0a41f87481e72ef9d421b09eacf964b25d8d2f939394f1281cdc69679f132e,zembed-1,2560
388,art_00389,title_abstract,8edb503d39eadfd151a2fafa7cda8c2d28394898aa764e2bd4cef318dab0c63c,zembed-1,2560
389,art_00390,title_only,37fde264745ad920039a90a1b4ba3cc3a46719e213cf0784861bd6f5f278d28b,zembed-1,2560
390,art_00391,title_abstract,e775b3b2215e0c5ed69cbed9d02b7132ae9b176f5b08b298a192f409c9e4fcda,zembed-1,2560
391,art_00392,title_abstract,1312ad720e685f2bb440e9bfc0b9b3a925ab8422abe26b45541b5334283cf52e,zembed-1,2560
392,art_00393,title_abstract,9e184d0b207f3b67b39b5b7089eeed80d76afa751aa21032e8628ca3ab092152,zembed-1,2560
393,art_00394,title_abstract,3bebe970016de76b022efeba515826fa1c40e32cf7594698a599c80ac18daf0b,zembed-1,2560
394,art_00395,title_only,867ab765e295fb0f4909a6b301de4f4fb8b12b29e7b4f3d6de042f1f6b424db0,zembed-1,2560
395,art_00396,title_only,55947eb5424969240ee4e3be1615d714926e97b2f6337257a3522130141c4a09,zembed-1,2560
396,art_00397,title_abstract,42f2df16546d0aac37bfe41a7298a842d19fe34d34ec5de4738a25803d55c812,zembed-1,2560
397,art_00398,title_abstract,886abc9c5cea2d0611c6a3f17b31170149b69d91eec3be3b91463baf2e3c0495,zembed-1,2560
398,art_00399,title_only,c7d678a3f613175f3b83f77a17eb3e0a112132914bb539fc11a9b05ae2a16c7a,zembed-1,2560
399,art_00400,title_only,8bec84c161aa7d0828d739f054e5e05ae24f9369d8e1135fc03792f3458a7a4e,zembed-1,2560
400,art_00401,title_abstract,bf198be5f6a5f1029181bec28408dbf9b59887e870fa16ff38310f21ddf4241f,zembed-1,2560
401,art_00402,title_abstract,02ecc36e9ffea7a217c24bc8718b1053e85da86b2b582beef7c965b7c7da637b,zembed-1,2560
402,art_00403,title_only,b148ee99851c82da81a25b9ab4b61487ad6b75de4ba8d7af021bf780720dab81,zembed-1,2560
403,art_00404,title_only,6504dd7985aa1bb267b9a1a13d0f82973d394e418ac4779aa4ecff0e4633d6d2,zembed-1,2560
404,art_00405,title_only,af6451acc813458fe6de71ae9260232090a7fad122cddeae361f63ec0b833b93,zembed-1,2560
405,art_00406,title_only,6f069993dbb27d9fc6909746c2b0cee206986db122f7dfa7cc61e1a530289797,zembed-1,2560
406,art_00407,title_only,3fad43ea829233f747d518a7c8025d1c4706bd08c6b23da4bd7a3b1cc4d1bf6c,zembed-1,2560
407,art_00408,title_abstract,b99506d6901d2302b7261905fc0c32cb0fb5b4c246c9b6f730d9ba738bdccba1,zembed-1,2560
408,art_00409,title_abstract,9031df50ecf220cb66e62045c0047936992f30ab8f4508c51a907db22576b9db,zembed-1,2560
409,art_00410,title_only,eb44a641ce8b533556b4ddb88f91d7a6c282dafd0473923a1bdbcd31d32b135c,zembed-1,2560
410,art_00411,title_abstract,583516307337ffd544af8c2b7279cd08c7f7294b639a6b2c3c6f5f0b80e829d3,zembed-1,2560
411,art_00412,title_abstract,4c7db5a4350cebc62a452bbf492bff6ac9afe8f0629f00134b55e25e5cc5fc1e,zembed-1,2560
412,art_00413,title_abstract,f342620ac3a6c2cc228deec07a09182e02d8da79f9fb201cfafe4cdfa17e69fe,zembed-1,2560
413,art_00414,title_abstract,76473fdb649de8408e0eec322a20c6ae4360bdc68cc9c26f8d50ffaff9ebf24a,zembed-1,2560
414,art_00415,title_abstract,91fd5f956bdf3497bc761bb1e447f446121c6cd6cb4b5a204a46f4fd20114030,zembed-1,2560
415,art_00416,title_only,c38a624cf65c62eb83807fe38a1dfa3a44bb792dbcf824f7d89b39c93e5f9398,zembed-1,2560
416,art_00417,title_abstract,2bbd69a89b40fadd56fbe396b5673a5f87a23e388207ae76b54de596936017e4,zembed-1,2560
417,art_00418,title_abstract,2612e22b4bc7f3c70c919ef98f4c0d5c379483930e749814288e992bcbfd307a,zembed-1,2560
418,art_00419,title_abstract,03cb9e2f2d18271cf39583b8638535405df728a9a793fb22a57d3dec397b1cfd,zembed-1,2560
419,art_00420,title_abstract,0feb1786b5e13bb9b43417a4fcc38615c724945245ceb68ed2259b3096570b71,zembed-1,2560
420,art_00421,title_abstract,904fb332ce92d5004d4b9e550ad4a96f910fb9c6a3e27b3d7b621a1ab4a94202,zembed-1,2560
421,art_00422,title_abstract,bd58a8ad58c3fc0a8f2384f8c2ccc7f605cdd5c8cb4ea52793386592a4394dda,zembed-1,2560
422,art_00423,title_abstract,78fd466f7509008188818a558d493f9bb0a30ad8cd6f8f39865a12de927ace71,zembed-1,2560
423,art_00424,title_abstract,ecbe073ba4813d390ece7901daacbd311fb95e0a41b2ae87d65300f04a7d6616,zembed-1,2560
424,art_00425,title_abstract,8d9871a5bf0c364c000bbc09d6e9e8094c63a65c6f8516d20a225532124784d7,zembed-1,2560
425,art_00426,title_only,98f6d7c4f099794850c0ea01bc454e1e0e51ef40406cab64882b66009ec2b640,zembed-1,2560
426,art_00427,title_abstract,86af1c2d1bb0fd367d364d431a0cb2000082a0ad0af22adbe7801c2118dbb8bc,zembed-1,2560
427,art_00428,title_abstract,f66b701418865fd37cb63caa5c8946b58ddc4ed904509f2c6e04a21c135d0de4,zembed-1,2560
428,art_00429,title_abstract,602775068ae9b41073dd7cb29202607cabca850561c8056bb6c82a0d4b579600,zembed-1,2560
429,art_00430,title_only,fb2c03bd796ac084dd20d3085a2dc2c9a2ffcb7fc1d499b7961fad45f38d0bef,zembed-1,2560
430,art_00431,title_abstract,94d3befdb03b7d77d84b1681dc8580afd432cd74d218d0715e935f2ea08710d3,zembed-1,2560
