chercheur_id,chercheur_source_name,nom_complet,etablissement,laboratoire,equipe,type_membre,is_duplicate_row,row_number,source_page
fsbm_rhma_adhiri,RHMA.ADHIRI,Rhma Adhiri,FSBM,Laboratoire d’Ingénierie et de Matériaux,Nanomatériaux et Couches Minces,Membre Permanent(e),False,172,8
fsbm_said_gmouh,SAID.GMOUH,Said Gmouh,FSBM,Laboratoire d’Ingénierie et de Matériaux,Matériaux Innovants,Membre Permanent(e),False,173,8
fsbm_siham_slassi,SIHAM.SLASSI,Siham Slassi,FSBM,Laboratoire d’Ingénierie et de Matériaux,Matériaux Innovants,Membre Permanent(e),False,174,8
fsbm_souad_lahlou,SOUAD.LAHLOU,Souad Lahlou,FSBM,Laboratoire d’Ingénierie et de Matériaux,Nanomatériaux et Couches Minces,Membre Permanent(e),False,175,8
fsbm_soumia_mordane,SOUMIA.MORDANE,Soumia Mordane,FSBM,Laboratoire d’Ingénierie et de Matériaux,Sciences Mécanique et Matériaux,Membre Permanent(e),False,176,8
fsbm_touria_lachhab,TOURIA.LACHHAB,Touria Lachhab,FSBM,Laboratoire d’Ingénierie et de Matériaux,Nanomatériaux et Couches Minces,Membre Permanent(e),False,177,8
fsbm_abdelmjid_abourriche,ABDELMJID.ABOURRICHE,Abdelmjid Abourriche,FSBM,Laboratoire Biologie et Santé,Biomolécules et Biomatériaux Polymères,Membre Permanent(e),False,178,8
fsbm_aicha_nordine,AICHA.NORDINE,Aicha Nordine,FSBM,Laboratoire Biologie et Santé,Biomolécules et Biomatériaux Polymères,Membre Permanent(e),False,179,8
fsbm_aljhanann_salih,ALJHANANN.SALIH,Aljhanann Salih,FSBM,Laboratoire Biologie et Santé,"Pathologies Métaboliques, Immunitaires et Tumorales",Membre Permanent(e),False,180,8
fsbm_amal_elhamsaselyoubi,AMAL.ELHAMSASELYOUBI,Amal Elhamsaselyoubi,FSBM,Laboratoire Biologie et Santé,"Pathologies Métaboliques, Immunitaires et Tumorales",Membre Permanent(e),False,181,8
fsbm_anass_kettani,ANASS.KETTANI,Anass Kettani,FSBM,Laboratoire Biologie et Santé,Modélisation Moléculaire et Contrôle Qualité,Membre Permanent(e),False,182,8
fsbm_driss_radallah,DRISS.RADALLAH,Driss Radallah,FSBM,Laboratoire Biologie et Santé,"Pathologies Métaboliques, Immunitaires et Tumorales",Membre Permanent(e),False,183,8
fsbm_fatimazahra_kehailou,FATIMAZAHRA.KEHAILOU,Fatimazahra Kehailou,FSBM,Laboratoire Biologie et Santé,Pathologies Chroniques et Nutrition Humaine,Membre Permanent(e),False,184,8
fsbm_fouad_damiri,FOUAD.DAMIRI,Fouad Damiri,FSBM,Laboratoire Biologie et Santé,Biomolécules et Biomatériaux Polymères,Membre Permanent(e),False,185,8
fsbm_halima_lebrazi,HALIMA.LEBRAZI,Halima Lebrazi,FSBM,Laboratoire Biologie et Santé,Pathologies Chroniques et Nutrition Humaine,Membre Permanent(e),False,186,8
fsbm_hassan_taki,HASSAN.TAKI,Hassan Taki,FSBM,Laboratoire Biologie et Santé,Pathologies Chroniques et Nutrition Humaine,Membre Permanent(e),False,187,8
fsbm_hassaniahmed_adlouni,HASSANIAHMED.ADLOUNI,Hassaniahmed Adlouni,FSBM,Laboratoire Biologie et Santé,"Pathologies Métaboliques, Immunitaires et Tumorales",Membre Permanent(e),False,188,8
fsbm_hind_bouzoubaa,HIND.BOUZOUBAA,Hind Bouzoubaa,FSBM,Laboratoire Biologie et Santé,Modélisation Moléculaire et Contrôle Qualité,Membre Permanent(e),False,189,8
fsbm_houda_bennani,HOUDA.BENNANI,Houda Bennani,FSBM,Laboratoire Biologie et Santé,Modélisation Moléculaire et Contrôle Qualité,Membre Permanent(e),False,190,8
fsbm_imane_elouahabi,IMANE.ELOUAHABI,Imane Elouahabi,FSBM,Laboratoire Biologie et Santé,Modélisation Moléculaire et Contrôle Qualité,Membre Permanent(e),False,191,8
fsbm_karima_mohtadi,Karima.MOHTADI,Karima Mohtadi,FSBM,Laboratoire Biologie et Santé,Pathologies Chroniques et Nutrition Humaine,Membre Permanent(e),False,192,8
fsbm_meryem_bouqdayr,MERYEM.BOUQDAYR,Meryem Bouqdayr,FSBM,Laboratoire Biologie et Santé,Modélisation Moléculaire et Contrôle Qualité,Membre Permanent(e),False,193,8
fsbm_mohammed_berrada,MOHAMMED.BERRADA,Mohammed Berrada,FSBM,Laboratoire Biologie et Santé,Biomolécules et Biomatériaux Polymères,Membre Permanent(e),False,194,8
fsbm_rachid_saile,RACHID.SAILE,Rachid Saile,FSBM,Laboratoire Biologie et Santé,Pathologies Chroniques et Nutrition Humaine,Membre Permanent(e),False,195,8
fmpc_salim_arouss,SALIM.AROUSS,Salim Arouss,FMPC,Laboratoire Biologie et Santé,"Pathologies Métaboliques, Immunitaires et Tumorales",Membre Permanent(e),False,196,8
fsbm_samira_serghat,SAMIRA.SERGHAT,Samira Serghat,FSBM,Laboratoire Biologie et Santé,Modélisation Moléculaire et Contrôle Qualité,Membre Permanent(e),False,197,9
fsbm_souad_rahim,SOUAD.RAHIM,Souad Rahim,FSBM,Laboratoire Biologie et Santé,Pathologies Chroniques et Nutrition Humaine,Membre Permanent(e),False,198,9
fsbm_soumia_belouafa,SOUMIA.BELOUAFA,Soumia Belouafa,FSBM,Laboratoire Biologie et Santé,Biomolécules et Biomatériaux Polymères,Membre Permanent(e),False,199,9
fsbm_abdelaziz_marzak,ABDELAZIZ.MARZAK,Abdelaziz Marzak,FSBM,Technologie de l'Information et Modélisation,Système intelligents et IOT,Membre Permanent(e),False,200,9
fsbm_abderrahmane_daif,ABDERRAHMANE.DAIF,Abderrahmane Daif,FSBM,Technologie de l'Information et Modélisation,Big Data et Ingénierie des Systèmes d’Information,Membre Permanent(e),False,201,9
fsbm_elhabib_benlahmar,ELHABIB.BENLAHMAR,Elhabib Benlahmar,FSBM,Technologie de l'Information et Modélisation,Modélisation dirigée par la donnée,Membre Permanent(e),False,202,9
fsbm_ichrak_benamri,ICHRAK.BENAMRI,Ichrak Benamri,FSBM,Technologie de l'Information et Modélisation,Système intelligents et IOT,Membre Permanent(e),False,203,9
fsbm_khalid_kandali,KHALID.KANDALI,Khalid Kandali,FSBM,Technologie de l'Information et Modélisation,Technologies Cognitives et Applications,Membre Permanent(e),False,204,9
fsbm_mohamed_azzouazi,MOHAMED.AZZOUAZI,Mohamed Azzouazi,FSBM,Technologie de l'Information et Modélisation,Big Data et Ingénierie des Systèmes d’Information,Membre Permanent(e),False,205,9
fsbm_mohamed_ghazouani,MOHAMED.GHAZOUANI,Mohamed Ghazouani,FSBM,Technologie de l'Information et Modélisation,Modélisation dirigée par la donnée,Membre Permanent(e),False,206,9
fsbm_mohssine_bentaib,MOHSSINE.BENTAIB,Mohssine Bentaib,FSBM,Technologie de l'Information et Modélisation,Modélisation dirigée par la donnée,Membre Permanent(e),False,207,9
fsbm_mounir_sadiq,MOUNIR.SADIQ,Mounir Sadiq,FSBM,Technologie de l'Information et Modélisation,Technologies Cognitives et Applications,Membre Permanent(e),False,208,9
fsbm_omar_zahour,OMAR.ZAHOUR,Omar Zahour,FSBM,Technologie de l'Information et Modélisation,Modélisation dirigée par la donnée,Membre Permanent(e),False,209,9
fsbm_said_nouh,SAID.NOUH,Said Nouh,FSBM,Technologie de l'Information et Modélisation,Technologies Cognitives et Applications,Membre Permanent(e),False,210,9
fsbm_soufiane_ardchir,SOUFIANE.ARDCHIR,Soufiane Ardchir,FSBM,Technologie de l'Information et Modélisation,Big Data et Ingénierie des Systèmes d’Information,Membre Permanent(e),False,211,9
fsbm_soumaya_ounacer,SOUMAYA.OUNACER,Soumaya Ounacer,FSBM,Technologie de l'Information et Modélisation,Big Data et Ingénierie des Systèmes d’Information,Membre Permanent(e),False,212,9
fsbm_tarik_ahajjam,TARIK.AHAJJAM,Tarik Ahajjam,FSBM,Technologie de l'Information et Modélisation,Technologies Cognitives et Applications,Membre Permanent(e),False,213,9
encg_yassine_elghoumari,YASSINE.ELGHOUMARI,Yassine Elghoumari,ENCG,Technologie de l'Information et Modélisation,Système intelligents et IOT,Membre Permanent(e),False,214,9
fsbm_yman_chemlal,YMAN.CHEMLAL,Yman Chemlal,FSBM,Technologie de l'Information et Modélisation,Système intelligents et IOT,Membre Permanent(e),False,215,9
